"","Home ID","Day","Home_pts","Away_pts","Spread_Pred","Spread","Home_oreb","Away_oreb","Home_FGPct","Away_FGPct","Home_3Pct","Away_3Pct","Home_Steals","Away_Steals"
"197",1610612758,27,122,115,-1.5,7,9,8,0.516,0.467,0.432432432,0.340425532,8,5
"198",1610612764,27,102,92,-1.5,10,9,14,0.419,0.396,0.475,0.321428571,9,7
"199",1610612738,28,126,122,13.5,4,10,10,0.479,0.48,0.27027027,0.366666667,15,4
"200",1610612744,28,132,95,7,37,5,22,0.534,0.36,0.511111111,0.25,9,6
"201",1610612745,28,106,122,-5,-16,10,9,0.453,0.506,0.3,0.368421053,11,6
"202",1610612748,28,113,112,3.5,1,17,20,0.458,0.485,0.454545455,0.388888889,6,9
"203",1610612749,28,106,121,2,-15,11,13,0.415,0.478,0.206896552,0.35,4,4
"204",1610612753,28,105,112,-1,-7,22,14,0.409,0.477,0.388888889,0.2,3,15
"205",1610612765,28,111,115,-3,-4,11,12,0.455,0.488,0.322580645,0.296296296,8,7
"206",1610612740,29,113,102,2,11,7,14,0.473,0.413,0.473684211,0.257142857,2,6
"207",1610612742,29,103,101,8,2,8,3,0.438,0.531,0.395348837,0.428571429,12,8
"208",1610612757,29,117,110,4.5,7,9,11,0.519,0.518,0.46875,0.310344828,6,7
"209",1610612758,29,153,121,1,32,9,3,0.596,0.494,0.487804878,0.392857143,9,5
"210",1610612762,29,111,118,6,-7,15,13,0.434,0.473,0.325581395,0.34375,7,10
"211",1610612737,30,101,126,-0.5,-25,14,6,0.416,0.545,0.21875,0.456521739,5,4
"212",1610612740,30,124,110,3.5,14,12,7,0.506,0.494,0.515151515,0.34375,4,2
"213",1610612742,30,92,101,8.5,-9,13,9,0.304,0.467,0.218181818,0.454545455,9,1
"214",1610612743,30,103,106,4,-3,8,6,0.439,0.44,0.368421053,0.235294118,3,12
"215",1610612749,30,113,98,1,15,13,6,0.477,0.429,0.41025641,0.428571429,5,7
"216",1610612753,30,108,126,-7,-18,12,8,0.452,0.523,0.257142857,0.333333333,6,15
"217",1610612756,30,130,119,1.5,11,8,6,0.512,0.457,0.525,0.428571429,5,5
"218",1610612761,30,112,104,5,8,16,4,0.512,0.545,0.269230769,0.371428571,5,5
"219",1610612764,30,120,121,3.5,-1,11,9,0.512,0.543,0.5,0.516129032,8,4
"220",1610612766,30,113,125,3,-12,14,7,0.457,0.537,0.363636364,0.392857143,8,11
"221",1610612746,31,96,91,10.5,5,10,10,0.407,0.375,0.366666667,0.193548387,1,9
"222",1610612757,31,107,109,1.5,-2,8,5,0.387,0.506,0.361111111,0.379310345,9,4
"223",1610612758,31,130,112,4,18,6,7,0.578,0.548,0.4,0.423076923,7,8
"224",1610612739,32,132,122,8,10,7,17,0.533,0.4,0.285714286,0.318181818,8,11
"225",1610612740,32,109,117,-1.5,-8,7,11,0.494,0.482,0.371428571,0.434782609,13,6
"226",1610612741,32,107,108,8,-1,13,6,0.461,0.494,0.238095238,0.428571429,6,4
"227",1610612742,32,127,99,11,28,6,13,0.597,0.422,0.40625,0.333333333,5,4
"228",1610612744,32,111,101,5,10,12,13,0.451,0.345,0.36,0.264705882,8,8
"229",1610612745,32,91,99,-5.5,-8,14,12,0.337,0.402,0.214285714,0.292682927,8,8
"230",1610612747,32,128,121,7,7,7,10,0.551,0.467,0.35,0.323529412,2,9
"231",1610612755,32,110,102,3.5,8,6,8,0.513,0.456,0.464285714,0.333333333,5,8
"232",1610612762,32,134,133,3.5,1,11,12,0.56,0.521,0.516129032,0.3,6,7
"233",1610612763,32,121,110,8.5,11,17,8,0.419,0.469,0.358974359,0.323529412,4,5
"234",1610612764,32,107,106,9.5,1,8,10,0.427,0.357,0.326086957,0.255813953,6,6
"235",1610612737,33,124,122,3.5,2,11,17,0.5,0.444,0.28,0.216216216,5,11
"236",1610612746,33,119,97,8.5,22,7,15,0.543,0.414,0.525,0.269230769,9,4
"237",1610612754,33,114,113,10.5,1,12,11,0.456,0.429,0.391304348,0.380952381,5,8
"238",1610612755,33,109,112,1,-3,4,8,0.479,0.471,0.4375,0.333333333,10,9
"239",1610612757,33,113,118,1,-5,10,11,0.47,0.462,0.30952381,0.358974359,11,6
"240",1610612739,34,113,87,6.5,26,13,11,0.53,0.388,0.351351351,0.193548387,7,6
"241",1610612742,34,97,98,10.5,-1,6,4,0.449,0.474,0.357142857,0.333333333,5,10
"242",1610612745,34,120,127,-7,-7,12,8,0.456,0.535,0.333333333,0.510638298,13,8
"243",1610612747,34,123,92,5.5,31,5,13,0.529,0.39,0.352941176,0.205882353,5,7
"244",1610612751,34,127,115,3.5,12,5,13,0.602,0.434,0.470588235,0.324324324,5,13
"245",1610612756,34,116,95,4.5,21,22,10,0.426,0.4,0.435897436,0.28,3,4
"246",1610612758,34,137,129,8,8,8,10,0.553,0.528,0.342857143,0.517241379,4,4
"247",1610612764,34,106,102,3,4,14,15,0.43,0.39,0.382352941,0.25,6,5
"248",1610612739,35,114,102,NA,12,3,10,0.6,0.437,0.526315789,0.323529412,8,11
"249",1610612740,35,128,83,14,45,11,4,0.538,0.378,0.357142857,0.23255814,15,9
"250",1610612741,35,121,107,-5,14,8,5,0.517,0.437,0.482758621,0.38,10,3
"251",1610612746,35,121,114,1.5,7,12,16,0.516,0.449,0.375,0.315789474,6,8
"252",1610612749,35,119,111,8,8,10,12,0.547,0.473,0.321428571,0.275862069,12,5
"253",1610612750,35,105,101,10,4,6,12,0.435,0.389,0.29787234,0.289473684,9,9
"254",1610612754,35,123,102,10,21,12,12,0.5,0.424,0.282608696,0.314285714,9,10
"255",1610612760,35,119,129,1,-10,11,14,0.489,0.526,0.333333333,0.323529412,5,10
"256",1610612743,36,108,110,13.5,-2,15,12,0.5,0.511,0.263157895,0.285714286,7,7
"257",1610612755,36,115,106,-1,9,20,4,0.434,0.55,0.5,0.321428571,9,5
"258",1610612756,36,115,105,8,10,8,7,0.471,0.424,0.470588235,0.181818182,8,8
"259",1610612763,36,109,113,5,-4,13,9,0.451,0.433,0.266666667,0.333333333,12,11
"260",1610612737,37,115,106,6.5,9,10,10,0.446,0.461,0.366666667,0.290322581,9,6
"261",1610612738,37,125,112,5,13,6,5,0.536,0.537,0.5,0.35483871,4,4
"262",1610612739,37,114,96,7,18,11,11,0.554,0.449,0.444444444,0.419354839,4,9
"263",1610612744,37,124,107,6,17,12,10,0.495,0.453,0.37254902,0.379310345,11,5
"264",1610612748,37,113,105,1.5,8,14,7,0.419,0.472,0.390243902,0.263157895,7,7
"265",1610612749,37,113,118,6,-5,11,5,0.456,0.494,0.315789474,0.428571429,5,9
"266",1610612754,37,101,115,1,-14,13,8,0.385,0.61,0.363636364,0.363636364,16,9
"267",1610612759,37,110,129,-4,-19,8,8,0.482,0.573,0.294117647,0.424242424,11,8
"268",1610612760,37,126,131,-2,-5,12,17,0.433,0.477,0.45,0.368421053,6,4
"269",1610612761,37,98,112,NA,-14,23,7,0.356,0.549,0.24137931,0.447368421,12,10
"270",1610612762,37,116,125,12.5,-9,7,8,0.494,0.494,0.43902439,0.5,4,9
