Game_id,Day,Home_ID,Away_ID,Home_pts,Away_pts,Spread,Home_oreb,Away_oreb,Home_FGPct,Away_FGPct,Home_3Pct,Away_3Pct,Home_Steals,Away_Steals,Home_TPG,Away_TPG,Home_TSG,Away_TSG,Home_TOG,Away_TOG,Home_PPG,Away_PPG,Home_SPG,Away_STG,Home_OPG,Away_OPG
22200287,40,1610612745,1610612760,118,105,13,11,16,0.523,0.392,0.5,0.227272727,9,12,1975,2227,143,150,246,218,104.047619,104.2222222,7.095238095,7,11.23809524,8.833333333
22200286,40,1610612761,1610612742,105,100,5,17,4,0.432,0.479,0.307692308,0.282051282,10,7,2011,1857,189,141,246,136,103.9473684,111.35,7.526315789,7.5,12.94736842,10.9
22200289,40,1610612756,1610612762,113,112,1,18,8,0.457,0.506,0.272727273,0.40625,8,5,2064,2465,135,162,207,260,105.8421053,103.1666667,9.947368421,7.833333333,12.94736842,7.555555556
22200298,41,1610612749,1610612742,124,115,9,8,6,0.558,0.513,0.459459459,0.414634146,8,6,2013,1957,128,148,215,140,108.6315789,112.0454545,7.105263158,7.363636364,10.89473684,11.81818182
22200291,41,1610612750,1610612744,114,137,-23,6,8,0.443,0.575,0.4,0.425531915,7,7,2046,2336,144,148,181,182,105.9473684,103,6.736842105,7.789473684,11.31578947,7.368421053
22200293,41,1610612737,1610612748,98,106,-8,8,6,0.398,0.488,0.277777778,0.272727273,6,8,2182,2171,141,150,213,191,102.3,111.2380952,7.2,7.047619048,9.05,8.666666667
22200292,41,1610612746,1610612754,114,100,14,18,9,0.447,0.383,0.1875,0.214285714,7,14,2121,2098,131,140,148,196,109.1,103.3809524,7.05,7.142857143,10.65,9.095238095
22200297,41,1610612753,1610612755,103,133,-30,7,6,0.456,0.649,0.3,0.407407407,9,10,2070,2061,113,159,197,156,101,110.4210526,6.238095238,7.368421053,7.047619048,10.31578947
22200290,41,1610612751,1610612757,111,97,14,4,11,0.526,0.443,0.428571429,0.363636364,6,4,2233,2097,140,131,151,201,103.5,103.05,5.65,7.95,9.85,7.8
22200296,41,1610612752,1610612763,123,127,-4,12,16,0.506,0.484,0.333333333,0.375,3,4,2169,2186,141,132,235,259,106.3333333,104.85,6.666666667,6.55,7.19047619,10.05
22200294,41,1610612738,1610612764,130,121,9,10,6,0.55,0.537,0.470588235,0.25,2,8,2277,2058,110,116,147,180,108.45,109.3,7.05,6.6,11.75,12.95
22200295,41,1610612765,1610612739,94,102,-8,7,10,0.456,0.429,0.285714286,0.285714286,9,3,2306,2181,139,116,247,191,113.85,102.9,5.5,5.8,7.35,9
22200305,42,1610612743,1610612745,129,113,16,13,12,0.568,0.459,0.4,0.363636364,8,4,2175,2093,136,152,200,257,104.8181818,109.05,6.318181818,5.8,11.22727273,9.55
22200302,42,1610612751,1610612753,109,102,7,8,9,0.543,0.475,0.321428571,0.419354839,7,9,2344,2173,146,122,155,204,108.75,104.65,6.8,7.6,10,12.85
22200308,42,1610612747,1610612754,115,116,-1,18,12,0.43,0.41,0.35483871,0.346938776,3,6,2019,2198,130,154,162,205,106.5454545,103.4761905,6.636363636,5.80952381,7.045454545,9.714285714
22200299,42,1610612755,1610612737,104,101,3,10,8,0.453,0.5,0.357142857,0.444444444,10,7,2194,2280,169,147,162,221,106.2631579,109.9,6.842105263,7.7,8.526315789,10.25
22200307,42,1610612758,1610612756,117,122,-5,8,11,0.523,0.532,0.36,0.3125,9,9,2164,2177,135,143,218,225,104.4761905,108.5714286,8.047619048,7,7.714285714,10.52380952
22200304,42,1610612740,1610612760,105,101,4,14,18,0.448,0.37,0.28125,0.315789474,12,11,2228,2332,162,162,217,234,113.8947368,108.85,7.105263158,7.15,11.47368421,11.25
22200303,42,1610612761,1610612739,100,88,12,7,13,0.44,0.378,0.428571429,0.184210526,4,7,2116,2283,199,119,263,201,111.4,111.047619,8.1,7.714285714,10.85,11.14285714
22200306,42,1610612762,1610612741,107,114,-7,9,13,0.482,0.462,0.387755102,0.272727273,5,6,2577,2126,167,146,268,190,105.8,108.7142857,9.95,5.666666667,13.15,9.571428571
22200300,42,1610612764,1610612750,142,127,15,7,15,0.571,0.5,0.483870968,0.259259259,12,4,2179,2160,124,151,186,187,112.0434783,106.3,7.260869565,7.3,11.65217391,9.5
22200301,42,1610612738,1610612766,140,105,35,9,13,0.591,0.488,0.461538462,0.379310345,10,7,2407,2188,112,153,157,252,103.7619048,102.8571429,5.904761905,7.19047619,8.857142857,8.904761905
22200310,43,1610612742,1610612744,116,113,3,8,10,0.462,0.477,0.340909091,0.255813953,7,6,2072,2473,154,155,146,190,114.6190476,104.1904762,5.333333333,7.285714286,7.476190476,12
22200311,43,1610612757,1610612746,112,118,-6,9,14,0.467,0.461,0.485714286,0.419354839,6,6,2194,2235,135,138,212,166,103.6,112.4090909,7.7,7.045454545,7.3,8.636363636
22200309,43,1610612765,1610612752,110,140,-30,7,17,0.506,0.563,0.333333333,0.457142857,7,9,2400,2292,148,144,254,247,104.4761905,101.5909091,6.428571429,6.272727273,10.0952381,7.545454545
22200320,44,1610612743,1610612745,120,100,20,8,10,0.53,0.42,0.53125,0.292682927,6,5,2304,2206,144,156,213,269,104.3478261,109.1428571,6.434782609,6.857142857,11.04347826,11.76190476
22200314,44,1610612738,1610612748,134,121,13,11,9,0.554,0.522,0.488888889,0.45,7,8,2547,2277,122,158,166,197,109.7142857,105.047619,6.857142857,7.428571429,10.14285714,12.80952381
22200316,44,1610612752,1610612749,103,109,-6,19,14,0.42,0.433,0.2,0.285714286,2,3,2432,2081,153,154,264,148,115.7727273,103.5,5.545454545,7.181818182,7.545454545,8.954545455
22200313,44,1610612753,1610612737,108,125,-17,6,14,0.494,0.543,0.296296296,0.25,5,8,2275,2381,131,154,213,229,110.5454545,104.05,6.954545455,7.7,12,7.4
22200312,44,1610612739,1610612755,113,85,28,6,7,0.608,0.416,0.517241379,0.230769231,10,7,2371,2298,126,179,214,172,103.4090909,108.2272727,5.954545455,7,9.681818182,10.40909091
22200321,44,1610612756,1610612741,132,113,19,10,5,0.527,0.5,0.454545455,0.16,3,5,2299,2240,152,152,236,203,107.7727273,104.4545455,5.727272727,8.136363636,9.727272727,7.818181818
22200324,44,1610612747,1610612757,128,109,19,13,12,0.495,0.467,0.378378378,0.333333333,5,4,2134,2306,133,141,180,221,109.4761905,106.6666667,7.238095238,7.238095238,11.23809524,9.666666667
22200323,44,1610612758,1610612754,137,114,23,11,12,0.505,0.4,0.372093023,0.324324324,8,8,2299,2314,152,160,236,217,106.7,104.8181818,6.65,6.409090909,9,10.04545455
22200319,44,1610612760,1610612759,119,111,8,15,13,0.511,0.446,0.333333333,0.27027027,4,5,2433,2323,173,157,252,253,114.95,110.1904762,7.6,7.619047619,11.8,10.33333333
22200318,44,1610612740,1610612761,126,108,18,12,3,0.523,0.477,0.424242424,0.289473684,10,12,2333,2216,174,203,231,270,110.5909091,105.5909091,7.863636364,7.136363636,11.45454545,11.5
22200322,44,1610612762,1610612746,125,112,13,13,17,0.556,0.398,0.4375,0.333333333,4,9,2684,2353,172,144,277,180,111.0952381,105.5238095,8.285714286,9.666666667,11,12.85714286
22200317,44,1610612750,1610612763,109,101,8,5,20,0.461,0.425,0.307692308,0.346153846,13,7,2287,2313,155,136,202,275,111.8333333,102.3043478,7.166666667,6.260869565,11.54166667,7.826086957
22200315,44,1610612751,1610612764,113,107,6,4,14,0.464,0.438,0.423076923,0.25,8,6,2453,2321,153,136,163,193,103.9545455,110.1428571,7.045454545,6.476190476,9.181818182,13.0952381
22200325,45,1610612765,1610612742,131,125,6,13,4,0.543,0.535,0.428571429,0.413043478,9,8,2510,2188,155,161,261,154,106.6521739,105.5,6.652173913,6.181818182,7.086956522,8.772727273
22200327,46,1610612737,1610612743,117,109,8,12,9,0.557,0.529,0.357142857,0.375,7,8,2506,2424,162,150,243,221,104.5833333,104.1904762,6.458333333,7.666666667,10.875,7.333333333
22200336,46,1610612744,1610612741,119,111,8,7,6,0.483,0.462,0.4,0.333333333,2,7,2586,2353,161,157,200,208,108.9565217,110.1818182,7.043478261,6.818181818,10.56521739,10.04545455
22200331,46,1610612749,1610612747,129,133,-4,10,12,0.532,0.542,0.395348837,0.423076923,2,6,2246,2262,139,138,237,193,112.4347826,106.9545455,7,7.136363636,8.695652174,9.454545455
22200328,46,1610612738,1610612748,116,120,-4,7,12,0.46,0.475,0.333333333,0.314285714,6,11,2681,2398,129,166,177,206,106.952381,107.7142857,6.619047619,6.571428571,11.28571429,9.19047619
22200330,46,1610612739,1610612753,107,96,11,5,11,0.488,0.494,0.380952381,0.347826087,7,6,2484,2383,136,136,220,219,116.5652174,104.2608696,5.608695652,7.217391304,7.695652174,8.956521739
22200334,46,1610612756,1610612745,121,122,-1,9,13,0.529,0.494,0.459459459,0.333333333,9,12,2431,2306,155,161,246,279,108,103.6086957,5.913043478,5.913043478,9.565217391,9.52173913
22200333,46,1610612759,1610612740,99,117,-18,10,10,0.388,0.435,0.282051282,0.285714286,4,9,2434,2459,162,184,266,243,110.5,104.8181818,7.045454545,7.318181818,11.18181818,12.68181818
22200329,46,1610612751,1610612761,114,105,9,7,11,0.537,0.437,0.34375,0.291666667,7,7,2566,2324,161,215,167,273,105.826087,111.7727273,7.043478261,8.363636364,11.56521739,11.04545455
22200335,46,1610612762,1610612754,139,119,20,8,9,0.554,0.435,0.441176471,0.352941176,7,12,2809,2428,176,168,290,229,106.9166667,105.6363636,6.708333333,9.772727273,6.958333333,12.40909091
22200332,46,1610612763,1610612755,117,109,8,19,10,0.433,0.44,0.366666667,0.424242424,8,7,2414,2383,143,186,295,179,112.36,110.3636364,7.04,7.636363636,11.6,10.40909091
22200326,46,1610612766,1610612764,117,116,1,19,18,0.421,0.453,0.413793103,0.363636364,6,3,2293,2428,160,142,265,207,109.7272727,103.6086957,6.5,8.086956522,13.40909091,7.782608696
22200342,47,1610612744,1610612745,120,101,19,6,14,0.529,0.44,0.480769231,0.107142857,8,6,2705,2428,163,173,207,292,104.2272727,105.5652174,7.272727273,6.173913043,12.04545455,9
22200337,47,1610612752,1610612742,100,121,-21,7,14,0.455,0.43,0.322580645,0.393442623,7,7,2535,2313,155,169,283,158,112.7083333,105.5652174,6.791666667,7.52173913,8.625,12.69565217
22200338,47,1610612746,1610612758,96,123,-27,17,8,0.355,0.517,0.272727273,0.34375,4,7,2465,2428,153,168,197,229,110.2173913,105.1363636,6.739130435,7.681818182,12.30434783,7.181818182
22200341,47,1610612750,1610612760,128,135,-7,12,13,0.528,0.516,0.333333333,0.423076923,13,11,2396,2552,168,177,207,267,102.7083333,115.6190476,6.375,8,8.208333333,10.9047619
22200340,47,1610612761,1610612753,121,108,13,12,5,0.56,0.487,0.310344828,0.392857143,12,9,2429,2479,222,142,284,230,104.173913,110.9565217,7.304347826,7.695652174,9,11.60869565
22200343,47,1610612762,1610612757,111,116,-5,10,12,0.452,0.482,0.361111111,0.4,8,5,2948,2415,183,145,298,233,105.6086957,103.2916667,9.652173913,5.916666667,12.34782609,9.583333333
22200339,47,1610612766,1610612749,96,105,-9,9,8,0.391,0.47,0.208333333,0.375,9,5,2410,2375,166,141,284,247,113.3846154,105,7.038461538,6.304347826,11.46153846,10.13043478
22200344,48,1610612740,1610612743,121,106,15,6,9,0.506,0.506,0.423076923,0.258064516,10,5,2576,2533,193,158,253,230,104.7826087,107.9545455,7.217391304,6.409090909,12.34782609,11.22727273
22200346,48,1610612751,1610612738,92,103,-11,11,8,0.405,0.432,0.346153846,0.394736842,6,11,2680,2797,168,135,174,184,112,110.1304348,8.391304348,6.869565217,11,10
22200348,48,1610612752,1610612739,92,81,11,14,8,0.407,0.349,0.172413793,0.228571429,6,7,2635,2591,162,143,290,225,107.2,116.5416667,6.72,5.625,6.96,7.666666667
22200351,48,1610612757,1610612754,116,100,16,11,12,0.488,0.44,0.425,0.303030303,10,10,2531,2547,150,180,245,238,109.7916667,107.9583333,6.75,5.958333333,12.08333333,9.375
22200350,48,1610612758,1610612741,110,101,9,5,7,0.465,0.442,0.302325581,0.36,10,9,2551,2464,175,164,237,214,105.4583333,110.7391304,6.25,7.826086957,10.20833333,10.34782609
22200345,48,1610612759,1610612756,95,133,-38,12,14,0.437,0.521,0.193548387,0.513513514,5,5,2533,2552,166,164,276,255,115.9545455,107.1304348,7.954545455,7.130434783,10.77272727,9.304347826
22200349,48,1610612764,1610612747,119,130,-11,11,9,0.467,0.542,0.256410256,0.384615385,10,5,2544,2395,145,144,225,205,105.5416667,110.9565217,6.916666667,7.130434783,11.5,11.08695652
22200347,48,1610612765,1610612763,112,122,-10,8,12,0.44,0.467,0.371428571,0.428571429,7,9,2641,2531,164,151,274,314,106,108.8636364,6.041666667,6.545454545,9.375,9.318181818
22200353,49,1610612753,1610612749,102,109,-7,15,7,0.366,0.447,0.25,0.325,8,9,2587,2480,151,146,235,255,105.64,110.0434783,6.56,6.565217391,10.96,13.65217391
22200359,49,1610612744,1610612754,104,112,-8,12,7,0.404,0.478,0.295454545,0.384615385,6,3,2825,2647,171,190,213,250,103.48,107.826087,6.04,6.347826087,9.4,11.08695652
22200356,49,1610612745,1610612755,132,123,9,16,11,0.447,0.448,0.358974359,0.472222222,9,10,2529,2492,179,193,306,189,113,110.2916667,6.84,7.916666667,8.52,10.41666667
22200358,49,1610612742,1610612756,130,111,19,10,13,0.524,0.44,0.487804878,0.351351351,7,5,2434,2685,176,169,172,269,105.375,103.8333333,7.458333333,8.041666667,12.75,7.875
22200354,49,1610612737,1610612760,114,121,-7,17,14,0.431,0.453,0.342105263,0.352941176,7,8,2623,2687,169,188,255,280,105.826087,111.875,7.652173913,7.041666667,7.47826087,11.20833333
22200355,49,1610612761,1610612738,110,116,-6,12,13,0.459,0.489,0.357142857,0.361111111,6,6,2550,2900,234,146,296,192,109.2916667,111.9583333,7.041666667,7.833333333,10.625,11.66666667
22200357,49,1610612763,1610612748,101,93,8,4,9,0.467,0.392,0.25,0.35,10,7,2653,2518,160,177,326,218,106.25,116,9.75,5.84,12.33333333,7.68
22200352,49,1610612766,1610612746,117,119,-2,14,13,0.48,0.484,0.352941176,0.416666667,8,4,2506,2561,175,157,293,214,110.5416667,104.9166667,6.666666667,7.375,13.58333333,9.083333333
22200362,50,1610612743,1610612742,115,116,-1,8,4,0.513,0.5,0.40625,0.472222222,8,10,2639,2564,163,183,239,182,104.4166667,102.44,7.291666667,6.28,12.20833333,8.56
22200360,50,1610612739,1610612747,116,102,14,9,14,0.516,0.427,0.259259259,0.166666667,11,4,2672,2525,150,149,233,214,109.9583333,106.8333333,6.791666667,7.625,9.958333333,7.583333333
22200361,50,1610612748,1610612765,96,116,-20,7,9,0.429,0.494,0.3125,0.463414634,7,8,2611,2753,184,171,227,282,106.88,109.7826087,6,6.47826087,9.32,9.304347826
22200365,51,1610612752,1610612737,113,89,24,13,11,0.446,0.376,0.472222222,0.166666667,6,4,2727,2737,168,176,304,272,104.44,105.8846154,7.36,6.576923077,9.08,10.84615385
22200363,51,1610612753,1610612746,116,111,5,16,17,0.421,0.411,0.285714286,0.365853659,8,3,2689,2680,159,161,250,227,109.08,109.48,6.72,7.04,12.16,10.88
22200370,51,1610612750,1610612754,121,115,6,16,4,0.473,0.481,0.347826087,0.452380952,15,10,2524,2759,181,193,219,257,103.4230769,103.0769231,6.115384615,6.192307692,9.615384615,8.730769231
22200373,51,1610612756,1610612738,98,125,-27,13,11,0.398,0.485,0.25,0.355555556,5,14,2796,3016,174,152,282,205,105.1666667,110.36,7.541666667,7.72,9.125,10.28
22200369,51,1610612749,1610612758,126,113,13,17,8,0.479,0.473,0.424242424,0.315789474,3,2,2589,2565,155,173,262,221,111.84,116,6.96,5.846153846,11.28,7.884615385
22200366,51,1610612761,1610612747,126,113,13,17,10,0.443,0.425,0.279069767,0.212121212,10,6,2660,2627,240,153,308,228,107.875,111.5217391,6.458333333,7.52173913,10.91666667,9.608695652
22200372,51,1610612762,1610612744,124,123,1,9,14,0.535,0.459,0.428571429,0.333333333,6,8,3059,2929,191,177,308,225,106.4,109.4583333,9.6,6.375,12.32,9.5
22200368,51,1610612763,1610612760,123,102,21,10,14,0.511,0.37,0.368421053,0.368421053,13,9,2754,2808,170,196,330,294,113.2962963,112.6538462,7.074074074,6.807692308,11.40740741,8.653846154
22200367,51,1610612741,1610612764,115,111,4,6,6,0.5,0.488,0.434782609,0.290322581,11,12,2565,2663,173,155,221,236,110.16,112.32,6.8,7.84,13.2,11.76
22200371,51,1610612740,1610612765,104,98,6,10,8,0.459,0.389,0.296296296,0.357142857,8,5,2697,2869,203,179,259,291,106.875,106.52,7.208333333,6.2,9.208333333,9.44
22200364,51,1610612751,1610612766,122,116,6,5,10,0.57,0.534,0.387096774,0.416666667,3,4,2772,2623,174,183,185,307,112.375,106.2592593,8.458333333,6.62962963,10.79166667,10.77777778
22200374,52,1610612748,1610612746,115,110,5,7,7,0.511,0.463,0.375,0.472222222,11,3,2707,2791,191,164,234,244,106.6153846,104.92,6.692307692,7.32,7.115384615,12.28
22200376,52,1610612757,1610612743,120,121,-1,13,16,0.484,0.516,0.4,0.4,10,6,2647,2754,160,171,256,247,104.1153846,103.3703704,7.346153846,6.074074074,9,9.037037037
22200375,52,1610612759,1610612745,118,109,9,7,16,0.554,0.449,0.361111111,0.344827586,5,3,2628,2661,171,188,288,322,105.88,110.16,6.4,6.84,10.24,9.88
22200386,53,1610612742,1610612749,105,106,-1,12,13,0.466,0.437,0.325,0.34375,8,5,2680,2715,193,158,186,279,105.12,106.44,6.84,7.52,11.52,12.88
22200380,53,1610612751,1610612737,120,116,4,9,12,0.542,0.495,0.433333333,0.344827586,10,12,2894,2826,177,180,190,283,107.2,108.6,7.72,6.32,7.44,11.16
22200382,53,1610612755,1610612747,133,122,11,7,7,0.533,0.5,0.45,0.35483871,14,12,2615,2740,203,159,200,238,107.1851852,108.6923077,6.555555556,6.923076923,7.037037037,10.88461538
22200384,53,1610612740,1610612756,128,117,11,13,8,0.511,0.5,0.296296296,0.5,10,6,2801,2894,211,179,269,295,104.6,109.6,8.12,6.36,8,9.52
22200381,53,1610612739,1610612758,95,106,-11,8,5,0.43,0.53,0.333333333,0.484848485,7,11,2788,2678,161,175,242,229,112.04,111.3076923,8.44,6.884615385,10.76,11.34615385
22200379,53,1610612753,1610612761,113,109,4,3,7,0.592,0.424,0.384615385,0.285714286,3,10,2805,2786,167,250,266,325,107.2307692,111.5833333,6.192307692,7.291666667,9.307692308,9.541666667
22200385,53,1610612762,1610612750,108,118,-10,12,6,0.433,0.532,0.295454545,0.4,9,7,3183,2645,197,196,317,235,103.8888889,107.1538462,6.185185185,9.615384615,9.851851852,12.5
22200378,53,1610612754,1610612764,121,111,10,13,12,0.506,0.532,0.43902439,0.344827586,7,6,2874,2774,203,167,261,242,113.6785714,105.8,7.035714286,7.84,11.32142857,9.4
22200383,53,1610612763,1610612765,114,103,11,12,13,0.484,0.4,0.28125,0.314285714,11,6,2877,2967,183,184,340,299,110.5384615,106.6923077,7.807692308,6.423076923,10.03846154,9.307692308
22200377,53,1610612766,1610612752,102,121,-19,12,16,0.44,0.441,0.230769231,0.382352941,8,6,2739,2840,187,174,317,317,110.6538462,105.9642857,7.038461538,6.571428571,13.07692308,10.67857143
22200391,54,1610612741,1610612742,144,115,29,4,8,0.635,0.456,0.558823529,0.25,8,5,2680,2785,184,201,227,198,105.3461538,109.2307692,7.192307692,6.692307692,12.19230769,12.19230769
22200392,54,1610612744,1610612738,123,107,16,11,6,0.511,0.437,0.333333333,0.3,3,8,3052,3141,185,166,239,216,107.2,107.1153846,7.36,7.730769231,9.08,7.615384615
22200388,54,1610612754,1610612751,133,136,-3,7,29,0.553,0.52,0.477272727,0.321428571,10,7,2995,3014,210,187,274,199,113.037037,116.3333333,6.851851852,6.148148148,8.851851852,8
22200394,54,1610612757,1610612750,124,118,6,11,4,0.518,0.542,0.382352941,0.434782609,5,11,2767,2763,170,203,269,241,110.9259259,107.6428571,7.777777778,6.678571429,10.14814815,7.107142857
22200387,54,1610612748,1610612759,111,115,-4,5,9,0.481,0.538,0.382352941,0.333333333,5,8,2822,2746,202,176,241,295,106.4230769,106.2692308,6.538461538,7.807692308,10.34615385,9.269230769
22200390,54,1610612739,1610612760,110,102,8,12,7,0.471,0.458,0.375,0.344827586,6,8,2883,2910,168,205,250,308,104.5185185,105.6153846,7.481481481,6.769230769,8.925925926,11.34615385
22200393,54,1610612743,1610612762,115,110,5,6,10,0.547,0.459,0.307692308,0.365853659,5,5,2875,3291,177,206,263,329,106.7777778,111.9230769,6.222222222,7.884615385,9.259259259,11.84615385
22200389,54,1610612764,1610612746,107,114,-7,8,9,0.435,0.426,0.470588235,0.395833333,8,9,2885,2901,173,167,254,251,110.5769231,113.4827586,6.807692308,7.103448276,10.11538462,11.34482759
22200400,55,1610612737,1610612741,123,122,1,8,13,0.48,0.48,0.333333333,0.259259259,3,11,2942,2824,192,192,295,231,106.8518519,103.6071429,6.407407407,5.964285714,9.407407407,8.964285714
22200401,55,1610612745,1610612749,97,92,5,10,13,0.44,0.367,0.222222222,0.279069767,11,5,2770,2821,191,163,338,292,108.962963,108.6153846,7.111111111,7.384615385,10.92592593,8.884615385
22200395,55,1610612740,1610612756,129,124,5,7,19,0.581,0.467,0.32,0.342105263,10,7,2929,3011,221,185,282,303,106.5384615,108.5,7.346153846,6.269230769,13,11.23076923
22200397,55,1610612752,1610612758,112,99,13,15,11,0.449,0.398,0.228571429,0.256410256,8,7,2961,2784,180,186,333,234,112.6538462,111.5185185,8.5,6.851851852,10.84615385,11.22222222
22200398,55,1610612753,1610612761,111,99,12,11,7,0.468,0.4,0.451612903,0.24,3,9,2918,2895,170,260,269,332,109.6666667,111.36,6.666666667,7.44,12.33333333,9.36
22200396,55,1610612765,1610612747,117,124,-7,10,6,0.462,0.548,0.377777778,0.423076923,9,8,3070,2862,190,171,312,245,104.2142857,107.2222222,6.071428571,9.62962963,9.607142857,12.2962963
22200399,55,1610612755,1610612766,131,113,18,9,15,0.554,0.409,0.481481481,0.366666667,6,12,2748,2841,217,195,207,329,105.862069,110.0769231,6.551724138,6.576923077,10.75862069,9.423076923
22200408,56,1610612746,1610612738,113,93,20,11,5,0.489,0.434,0.4,0.230769231,10,5,3015,3248,176,174,260,222,105.6923077,105.2222222,8.346153846,7.222222222,7.961538462,12.18518519
22200402,56,1610612754,1610612748,82,87,-5,8,9,0.354,0.386,0.282051282,0.264705882,7,7,3128,2933,220,207,281,246,103.9655172,116,6.068965517,6.214285714,8.965517241,7.928571429
22200407,56,1610612757,1610612750,133,112,21,11,7,0.539,0.495,0.456521739,0.37037037,4,12,2891,2881,175,214,280,245,111.7142857,104.75,7.857142857,7.392857143,10.03571429,8.785714286
22200406,56,1610612759,1610612739,112,111,1,19,15,0.474,0.489,0.333333333,0.217391304,6,7,2861,2993,184,174,304,262,107.0740741,106.7037037,6.481481481,7.925925926,10.37037037,9.074074074
22200405,56,1610612742,1610612760,121,114,7,16,10,0.419,0.477,0.407407407,0.322580645,4,4,2900,3012,206,213,206,315,105.962963,106.8928571,6.814814815,6.214285714,11.25925926,9.357142857
22200404,56,1610612763,1610612737,128,103,25,5,20,0.602,0.356,0.40625,0.324324324,8,13,2991,3065,194,195,352,303,107.4074074,111.5555556,7.62962963,7.888888889,7.62962963,11.66666667
22200403,56,1610612764,1610612751,100,112,-12,6,7,0.468,0.494,0.35483871,0.296296296,6,8,2992,3150,181,194,262,228,110.7777778,109.4642857,7.185185185,6.964285714,13.03703704,10.82142857
22200413,57,1610612747,1610612738,118,122,-4,7,13,0.473,0.442,0.275862069,0.395833333,7,6,2986,3341,179,179,251,227,106.8571429,108.6206897,6.464285714,6.689655172,9.357142857,7.862068966
22200410,57,1610612749,1610612744,128,111,17,12,12,0.549,0.4,0.413793103,0.4,8,7,2913,3175,168,188,305,250,110.5925926,115.2068966,6.62962963,6.172413793,9.296296296,7.827586207
22200411,57,1610612745,1610612756,111,97,14,17,18,0.42,0.32,0.342857143,0.254901961,6,13,2867,3135,202,192,348,322,107.8888889,113.3928571,6.222222222,6.714285714,11.2962963,8.928571429
22200409,57,1610612755,1610612758,123,103,20,4,13,0.512,0.413,0.457142857,0.238095238,10,5,2879,2883,223,193,216,245,106.1851852,111.9642857,7.481481481,6.857142857,12.88888889,11.5
22200412,57,1610612762,1610612740,121,100,21,19,15,0.476,0.398,0.319148936,0.148148148,4,12,3401,3058,211,231,339,289,106.6296296,110.8846154,8.259259259,7.423076923,8,9.423076923
22200421,58,1610612742,1610612739,90,105,-15,6,5,0.392,0.526,0.342105263,0.333333333,2,5,3021,3104,210,181,222,277,113.3666667,113.2592593,7.033333333,8.555555556,11.3,10.7037037
22200423,58,1610612746,1610612750,99,88,11,14,7,0.382,0.419,0.304347826,0.181818182,8,9,3128,2993,186,226,271,252,107.8928571,107.0344828,7.5,6.24137931,7.928571429,9.551724138
22200418,58,1610612741,1610612752,120,128,-8,3,15,0.548,0.495,0.321428571,0.529411765,6,7,2946,3073,203,188,244,348,104.2666667,106.8928571,6.2,8.071428571,9.033333333,9
22200416,58,1610612753,1610612737,135,124,11,14,11,0.505,0.5,0.444444444,0.342857143,10,2,3029,3168,173,208,280,323,109.1111111,109.75,7.518518519,6.714285714,9.037037037,12.42857143
22200415,58,1610612754,1610612744,125,119,6,5,12,0.506,0.465,0.41025641,0.424242424,10,5,3210,3286,227,195,289,262,104.4482759,109.2413793,5.965517241,7.172413793,9.655172414,11.13793103
22200420,58,1610612759,1610612757,112,128,-16,14,5,0.464,0.605,0.379310345,0.45,9,5,2973,3024,190,179,323,291,110.6896552,113.3103448,7.827586207,6.724137931,9.965517241,9.034482759
22200419,58,1610612760,1610612748,108,110,-2,7,7,0.5,0.43,0.375,0.428571429,7,9,3126,3020,217,214,325,255,106.1785714,108,6.785714286,6.392857143,11.53571429,10.39285714
22200417,58,1610612761,1610612758,123,124,-1,11,13,0.5,0.484,0.285714286,0.369565217,8,3,2994,2986,269,198,339,258,111.6428571,104.137931,7.75,7.379310345,11.60714286,8.793103448
22200422,58,1610612743,1610612764,141,128,13,7,4,0.651,0.527,0.25,0.487179487,8,10,2990,3092,182,187,269,268,106.9285714,110.5925926,9.607142857,7.333333333,12.10714286,9.555555556
22200414,58,1610612766,1610612765,134,141,-7,17,12,0.412,0.516,0.333333333,0.45,7,0,2954,3187,207,199,344,322,110.7407407,106.6206897,6.740740741,6.448275862,9.962962963,9.24137931
22200424,59,1610612745,1610612748,108,111,-3,18,14,0.468,0.443,0.272727273,0.340425532,10,10,2978,3130,208,223,365,262,105.5,106.2333333,7.392857143,6.633333333,12.28571429,10.73333333
22200427,59,1610612746,1610612756,95,111,-16,21,15,0.378,0.463,0.363636364,0.28125,4,8,3227,3232,194,205,285,340,106.3571429,104.3333333,7.428571429,7.433333333,13.03571429,8.733333333
22200426,59,1610612762,1610612740,132,129,3,11,19,0.457,0.475,0.382978723,0.4,8,8,3522,3158,215,243,358,304,104.0967742,111.4482759,6.258064516,7.068965517,9.193548387,11.72413793
22200425,59,1610612763,1610612749,142,101,41,14,11,0.549,0.372,0.375,0.26,5,5,3119,3041,202,176,357,317,113.6129032,112.7857143,6.935483871,8.678571429,11.5483871,10.85714286
22200437,60,1610612747,1610612743,126,108,18,11,9,0.527,0.481,0.363636364,0.333333333,11,7,3104,3131,186,190,258,276,111.3928571,108.6071429,7.214285714,6.285714286,12.75,11.32142857
22200434,60,1610612741,1610612752,91,114,-23,2,15,0.468,0.402,0.4,0.386363636,3,13,3066,3201,209,195,247,363,110.8571429,111.8214286,6.642857143,6.785714286,9.214285714,9.857142857
