"Game_id","Day","Home_ID","Away_ID","Home_pts","Away_pts","Spread","Home_oreb","Away_oreb","Home_FGPct","Away_FGPct","Home_3Pct","Away_3Pct","Home_Steals","Away_Steals"
22200206,29,1610612740,1610612763,113,102,11,7,14,0.473,0.413,0.473684210526316,0.257142857142857,2,6
22200220,30,1610612756,1610612744,130,119,11,8,6,0.512,0.457,0.525,0.428571428571429,5,5
22200219,30,1610612743,1610612752,103,106,-3,8,6,0.439,0.44,0.368421052631579,0.235294117647059,3,12
22200216,30,1610612749,1610612739,113,98,15,13,6,0.477,0.429,0.41025641025641,0.428571428571429,5,7
22200212,30,1610612753,1610612750,108,126,-18,12,8,0.452,0.523,0.257142857142857,0.333333333333333,6,15
22200218,30,1610612742,1610612745,92,101,-9,13,9,0.304,0.467,0.218181818181818,0.454545454545455,9,1
22200213,30,1610612764,1610612760,120,121,-1,11,9,0.512,0.543,0.5,0.516129032258065,8,4
22200211,30,1610612766,1610612754,113,125,-12,14,7,0.457,0.537,0.363636363636364,0.392857142857143,8,11
22200214,30,1610612737,1610612738,101,126,-25,14,6,0.416,0.545,0.21875,0.456521739130435,5,4
22200215,30,1610612761,1610612748,112,104,8,16,4,0.512,0.545,0.269230769230769,0.371428571428571,5,5
22200217,30,1610612740,1610612741,124,110,14,12,7,0.506,0.494,0.515151515151515,0.34375,4,2
22200222,31,1610612758,1610612759,130,112,18,6,7,0.578,0.548,0.4,0.423076923076923,7,8
22200221,31,1610612757,1610612751,107,109,-2,8,5,0.387,0.506,0.361111111111111,0.379310344827586,9,4
22200223,31,1610612746,1610612765,96,91,5,10,10,0.407,0.375,0.366666666666667,0.193548387096774,1,9
22200226,32,1610612755,1610612749,110,102,8,6,8,0.513,0.456,0.464285714285714,0.333333333333333,5,8
22200228,32,1610612745,1610612754,91,99,-8,14,12,0.337,0.402,0.214285714285714,0.292682926829268,8,8
22200229,32,1610612763,1610612760,121,110,11,17,8,0.419,0.469,0.358974358974359,0.323529411764706,4,5
22200232,32,1610612762,1610612756,134,133,1,11,12,0.56,0.521,0.516129032258065,0.3,6,7
22200233,32,1610612744,1610612752,111,101,10,12,13,0.451,0.345,0.36,0.264705882352941,8,8
22200225,32,1610612739,1610612766,132,122,10,7,17,0.533,0.4,0.285714285714286,0.318181818181818,8,11
22200234,32,1610612747,1610612765,128,121,7,7,10,0.551,0.467,0.35,0.323529411764706,2,9
22200224,32,1610612764,1610612748,107,106,1,8,10,0.427,0.357,0.326086956521739,0.255813953488372,6,6
22200230,32,1610612742,1610612743,127,99,28,6,13,0.597,0.422,0.40625,0.333333333333333,5,4
22200231,32,1610612740,1610612738,109,117,-8,7,11,0.494,0.482,0.371428571428571,0.434782608695652,13,6
22200227,32,1610612741,1610612753,107,108,-1,13,6,0.461,0.494,0.238095238095238,0.428571428571429,6,4
22200238,33,1610612757,1610612762,113,118,-5,10,11,0.47,0.462,0.30952380952381,0.358974358974359,11,6
22200235,33,1610612737,1610612761,124,122,2,11,17,0.5,0.444,0.28,0.216216216216216,5,11
22200239,33,1610612746,1610612759,119,97,22,7,15,0.543,0.414,0.525,0.269230769230769,9,4
22200237,33,1610612755,1610612750,109,112,-3,4,8,0.479,0.471,0.4375,0.333333333333333,10,9
22200236,33,1610612754,1610612753,114,113,1,12,11,0.456,0.429,0.391304347826087,0.380952380952381,5,8
22200245,34,1610612745,1610612744,120,127,-7,12,8,0.456,0.535,0.333333333333333,0.51063829787234,13,8
22200247,34,1610612747,1610612759,123,92,31,5,13,0.529,0.39,0.352941176470588,0.205882352941176,5,7
22200242,34,1610612758,1610612765,137,129,8,8,10,0.553,0.528,0.342857142857143,0.517241379310345,4,4
22200240,34,1610612756,1610612752,116,95,21,22,10,0.426,0.4,0.435897435897436,0.28,3,4
22200246,34,1610612742,1610612743,97,98,-1,6,4,0.449,0.474,0.357142857142857,0.333333333333333,5,10
22200241,34,1610612764,1610612766,106,102,4,14,15,0.43,0.39,0.382352941176471,0.25,6,5
22200244,34,1610612739,1610612748,113,87,26,13,11,0.53,0.388,0.351351351351351,0.193548387096774,7,6
22200243,34,1610612751,1610612763,127,115,12,5,13,0.602,0.434,0.470588235294118,0.324324324324324,5,13
22200250,35,1610612741,1610612738,121,107,14,8,5,0.517,0.437,0.482758620689655,0.38,10,3
22200249,35,1610612754,1610612753,123,102,21,12,12,0.5,0.424,0.282608695652174,0.314285714285714,9,10
22200253,35,1610612740,1610612744,128,83,45,11,4,0.538,0.378,0.357142857142857,0.232558139534884,15,9
22200248,35,1610612739,1610612737,114,102,12,3,10,0.6,0.437,0.526315789473684,0.323529411764706,8,11
22200251,35,1610612749,1610612757,119,111,8,10,12,0.547,0.473,0.321428571428571,0.275862068965517,12,5
22200252,35,1610612750,1610612748,105,101,4,6,12,0.435,0.389,0.297872340425532,0.289473684210526,9,9
22200254,35,1610612760,1610612752,119,129,-10,11,14,0.489,0.526,0.333333333333333,0.323529411764706,5,10
