"Game_id","Home_ID","Away_ID","Home_pts","Away_pts","Spread","Home_oreb","Away_oreb","Matchup_ID"
22200157,1610612762,1610612747,139,116,23,10,7,4762
22200145,1610612753,1610612745,127,134,-7,11,14,4553
22200147,1610612754,1610612740,129,122,7,10,13,4054
22200144,1610612766,1610612764,100,108,-8,17,10,6466
22200150,1610612748,1610612757,107,110,-3,5,4,4857
22200148,1610612755,1610612756,100,88,12,15,6,5556
22200156,1610612744,1610612758,116,113,3,8,9,4458
22200154,1610612759,1610612743,109,115,-6,10,8,4359
22200160,1610612754,1610612743,119,122,-3,11,11,4354
22200162,1610612737,1610612762,119,125,-6,17,13,3762
22200170,1610612746,1610612747,114,101,13,6,8,4647
22200161,1610612753,1610612742,94,87,7,4,4,4253
22200164,1610612751,1610612752,112,85,27,11,11,5152
22200165,1610612761,1610612745,116,109,7,22,16,4561
22200159,1610612766,1610612757,95,105,-10,20,8,5766
22200163,1610612738,1610612765,128,112,16,8,15,3865
22200166,1610612741,1610612740,111,115,-4,6,13,4041
22200167,1610612750,1610612756,117,129,-12,8,10,5056
22200169,1610612759,1610612763,122,124,-2,13,18,5963
22200168,1610612760,1610612749,132,136,-4,16,11,4960
22200171,1610612758,1610612739,127,120,7,2,12,3958
22200172,1610612764,1610612742,113,105,8,8,7,4264
22200173,1610612737,1610612755,104,95,9,11,9,3755
22200174,1610612748,1610612766,117,112,5,8,8,4866
22200175,1610612740,1610612757,95,106,-11,9,11,4057
22200178,1610612752,1610612765,121,112,9,16,12,5265
22200183,1610612747,1610612758,114,120,-6,14,10,4758
22200177,1610612753,1610612756,114,97,17,9,11,5356
22200182,1610612744,1610612739,106,101,5,8,14,3944
22200181,1610612763,1610612750,114,103,11,15,7,5063
22200180,1610612759,1610612749,111,93,18,9,21,4959
22200179,1610612760,1610612761,132,113,19,15,14,6061
22200176,1610612738,1610612743,131,112,19,10,11,3843
22200186,1610612765,1610612738,108,117,-9,11,9,3865
22200188,1610612755,1610612737,121,109,12,2,12,3755
22200184,1610612746,1610612751,95,110,-15,10,6,4651
22200185,1610612764,1610612762,121,112,9,6,7,6264
22200191,1610612740,1610612745,119,106,13,12,10,4045
22200187,1610612754,1610612761,118,104,14,11,16,5461
22200189,1610612748,1610612766,132,115,17,9,4,4866
22200190,1610612742,1610612757,117,112,5,7,12,4257
22200198,1610612747,1610612751,116,103,13,12,8,4751
22200194,1610612764,1610612763,102,92,10,9,14,6364
22200193,1610612739,1610612750,124,129,-5,16,11,3950
22200192,1610612752,1610612760,135,145,-10,13,4,5260
22200195,1610612755,1610612762,105,98,7,8,18,5562
22200196,1610612741,1610612743,103,126,-23,8,5,4143
22200197,1610612758,1610612744,122,115,7,9,8,4458
22200199,1610612765,1610612761,111,115,-4,11,12,6165
22200200,1610612753,1610612766,105,112,-7,22,14,5366
22200205,1610612744,1610612759,132,95,37,5,22,4459
22200203,1610612745,1610612746,106,122,-16,10,9,4546
22200202,1610612748,1610612756,113,112,1,17,20,4856
22200201,1610612738,1610612760,126,122,4,10,10,3860
22200204,1610612749,1610612737,106,121,-15,11,13,3749
22200207,1610612742,1610612746,103,101,2,8,3,4246
22200208,1610612762,1610612752,111,118,-7,15,13,5262
22200209,1610612757,1610612759,117,110,7,9,11,5759
22200210,1610612758,1610612751,153,121,32,9,3,5158
22200206,1610612740,1610612763,113,102,11,7,14,4063
22200213,1610612764,1610612760,120,121,-1,11,9,6064
22200216,1610612749,1610612739,113,98,15,13,6,3949
22200217,1610612740,1610612741,124,110,14,12,7,4041
22200218,1610612742,1610612745,92,101,-9,13,9,4245
22200219,1610612743,1610612752,103,106,-3,8,6,4352
22200220,1610612756,1610612744,130,119,11,8,6,4456
22200215,1610612761,1610612748,112,104,8,16,4,4861
22200214,1610612737,1610612738,101,126,-25,14,6,3738
22200212,1610612753,1610612750,108,126,-18,12,8,5053
22200211,1610612766,1610612754,113,125,-12,14,7,5466
22200222,1610612758,1610612759,130,112,18,6,7,5859
22200221,1610612757,1610612751,107,109,-2,8,5,5157
22200223,1610612746,1610612765,96,91,5,10,10,4665
22200229,1610612763,1610612760,121,110,11,17,8,6063
22200228,1610612745,1610612754,91,99,-8,14,12,4554
22200225,1610612739,1610612766,132,122,10,7,17,3966
22200224,1610612764,1610612748,107,106,1,8,10,4864
22200234,1610612747,1610612765,128,121,7,7,10,4765
22200233,1610612744,1610612752,111,101,10,12,13,4452
22200232,1610612762,1610612756,134,133,1,11,12,5662
22200230,1610612742,1610612743,127,99,28,6,13,4243
22200227,1610612741,1610612753,107,108,-1,13,6,4153
22200231,1610612740,1610612738,109,117,-8,7,11,3840
22200226,1610612755,1610612749,110,102,8,6,8,4955
22200235,1610612737,1610612761,124,122,2,11,17,3761
22200237,1610612755,1610612750,109,112,-3,4,8,5055
22200238,1610612757,1610612762,113,118,-5,10,11,5762
22200239,1610612746,1610612759,119,97,22,7,15,4659
22200236,1610612754,1610612753,114,113,1,12,11,5354
22200242,1610612758,1610612765,137,129,8,8,10,5865
22200243,1610612751,1610612763,127,115,12,5,13,5163
22200245,1610612745,1610612744,120,127,-7,12,8,4445
22200241,1610612764,1610612766,106,102,4,14,15,6466
22200246,1610612742,1610612743,97,98,-1,6,4,4243
22200247,1610612747,1610612759,123,92,31,5,13,4759
22200240,1610612756,1610612752,116,95,21,22,10,5256
22200244,1610612739,1610612748,113,87,26,13,11,3948
22200254,1610612760,1610612752,119,129,-10,11,14,5260
22200250,1610612741,1610612738,121,107,14,8,5,3841
22200248,1610612739,1610612737,114,102,12,3,10,3739
22200251,1610612749,1610612757,119,111,8,10,12,4957
22200255,1610612746,1610612762,121,114,7,12,16,4662
22200249,1610612754,1610612753,123,102,21,12,12,5354
22200253,1610612740,1610612744,128,83,45,11,4,4044
22200252,1610612750,1610612748,105,101,4,6,12,4850
22200258,1610612743,1610612765,108,110,-2,15,12,4365
22200259,1610612756,1610612747,115,105,10,8,7,4756
22200257,1610612763,1610612758,109,113,-4,13,9,5863
22200256,1610612755,1610612751,115,106,9,20,4,5155
22200265,1610612748,1610612764,113,105,8,14,7,4864
22200267,1610612749,1610612741,113,118,-5,11,5,4149
22200263,1610612737,1610612758,115,106,9,10,10,3758
22200261,1610612739,1610612757,114,96,18,11,11,3957
22200270,1610612762,1610612765,116,125,-9,7,8,6265
22200262,1610612754,1610612750,101,115,-14,13,8,5054
22200271,1610612744,1610612746,124,107,17,12,10,4446
22200269,1610612759,1610612740,110,129,-19,8,8,4059
22200260,1610612766,1610612755,107,101,6,11,8,5566
22200268,1610612760,1610612743,126,131,-5,12,17,4360
22200264,1610612738,1610612742,125,112,13,6,5,3842
22200266,1610612761,1610612751,98,112,-14,23,7,5161
22200284,1610612744,1610612762,129,118,11,16,15,4462
22200277,1610612748,1610612764,110,107,3,10,13,4864
22200274,1610612752,1610612757,129,132,-3,12,13,5257
22200272,1610612766,1610612750,110,108,2,15,11,5066
22200285,1610612746,1610612743,104,114,-10,4,10,4346
22200273,1610612753,1610612755,99,107,-8,9,13,5355
22200275,1610612738,1610612758,122,104,18,4,11,3858
22200283,1610612756,1610612765,108,102,6,11,19,5665
22200281,1610612760,1610612741,123,119,4,10,14,4160
22200278,1610612745,1610612737,128,122,6,22,6,3745
22200276,1610612754,1610612751,128,117,11,5,5,5154
22200282,1610612759,1610612747,94,105,-11,20,10,4759
22200279,1610612763,1610612740,132,111,21,13,11,4063
22200280,1610612749,1610612739,117,102,15,8,10,3949
22200286,1610612761,1610612742,105,100,5,17,4,4261
22200289,1610612756,1610612762,113,112,1,18,8,5662
22200288,1610612759,1610612747,138,143,-5,17,3,4759
22200287,1610612745,1610612760,118,105,13,11,16,4560
22200293,1610612737,1610612748,98,106,-8,8,6,3748
22200292,1610612746,1610612754,114,100,14,18,9,4654
22200295,1610612765,1610612739,94,102,-8,7,10,3965
22200291,1610612750,1610612744,114,137,-23,6,8,4450
22200297,1610612753,1610612755,103,133,-30,7,6,5355
22200298,1610612749,1610612742,124,115,9,8,6,4249
22200290,1610612751,1610612757,111,97,14,4,11,5157
22200296,1610612752,1610612763,123,127,-4,12,16,5263
22200294,1610612738,1610612764,130,121,9,10,6,3864
22200308,1610612747,1610612754,115,116,-1,18,12,4754
22200306,1610612762,1610612741,107,114,-7,9,13,4162
22200301,1610612738,1610612766,140,105,35,9,13,3866
22200302,1610612751,1610612753,109,102,7,8,9,5153
22200304,1610612740,1610612760,105,101,4,14,18,4060
22200307,1610612758,1610612756,117,122,-5,8,11,5658
22200303,1610612761,1610612739,100,88,12,7,13,3961
22200300,1610612764,1610612750,142,127,15,7,15,5064
22200305,1610612743,1610612745,129,113,16,13,12,4345
22200299,1610612755,1610612737,104,101,3,10,8,3755
22200309,1610612765,1610612752,110,140,-30,7,17,5265
22200310,1610612742,1610612744,116,113,3,8,10,4244
22200311,1610612757,1610612746,112,118,-6,9,14,4657
22200320,1610612743,1610612745,120,100,20,8,10,4345
22200324,1610612747,1610612757,128,109,19,13,12,4757
22200321,1610612756,1610612741,132,113,19,10,5,4156
22200315,1610612751,1610612764,113,107,6,4,14,5164
22200318,1610612740,1610612761,126,108,18,12,3,4061
22200314,1610612738,1610612748,134,121,13,11,9,3848
22200323,1610612758,1610612754,137,114,23,11,12,5458
22200322,1610612762,1610612746,125,112,13,13,17,4662
22200319,1610612760,1610612759,119,111,8,15,13,5960
22200312,1610612739,1610612755,113,85,28,6,7,3955
22200317,1610612750,1610612763,109,101,8,5,20,5063
22200316,1610612752,1610612749,103,109,-6,19,14,4952
22200313,1610612753,1610612737,108,125,-17,6,14,3753
22200325,1610612765,1610612742,131,125,6,13,4,4265
22200327,1610612737,1610612743,117,109,8,12,9,3743
22200333,1610612759,1610612740,99,117,-18,10,10,4059
22200332,1610612763,1610612755,117,109,8,19,10,5563
22200334,1610612756,1610612745,121,122,-1,9,13,4556
22200329,1610612751,1610612761,114,105,9,7,11,5161
22200335,1610612762,1610612754,139,119,20,8,9,5462
22200328,1610612738,1610612748,116,120,-4,7,12,3848
22200336,1610612744,1610612741,119,111,8,7,6,4144
22200331,1610612749,1610612747,129,133,-4,10,12,4749
22200330,1610612739,1610612753,107,96,11,5,11,3953
22200326,1610612766,1610612764,117,116,1,19,18,6466
22200337,1610612752,1610612742,100,121,-21,7,14,4252
22200338,1610612746,1610612758,96,123,-27,17,8,4658
22200339,1610612766,1610612749,96,105,-9,9,8,4966
22200343,1610612762,1610612757,111,116,-5,10,12,5762
22200341,1610612750,1610612760,128,135,-7,12,13,5060
22200342,1610612744,1610612745,120,101,19,6,14,4445
22200340,1610612761,1610612753,121,108,13,12,5,5361
22200345,1610612759,1610612756,95,133,-38,12,14,5659
22200350,1610612758,1610612741,110,101,9,5,7,4158
22200347,1610612765,1610612763,112,122,-10,8,12,6365
22200344,1610612740,1610612743,121,106,15,6,9,4043
22200346,1610612751,1610612738,92,103,-11,11,8,3851
22200351,1610612757,1610612754,116,100,16,11,12,5457
22200349,1610612764,1610612747,119,130,-11,11,9,4764
22200348,1610612752,1610612739,92,81,11,14,8,3952
22200353,1610612753,1610612749,102,109,-7,15,7,4953
22200356,1610612745,1610612755,132,123,9,16,11,4555
22200359,1610612744,1610612754,104,112,-8,12,7,4454
22200358,1610612742,1610612756,130,111,19,10,13,4256
22200352,1610612766,1610612746,117,119,-2,14,13,4666
22200355,1610612761,1610612738,110,116,-6,12,13,3861
22200357,1610612763,1610612748,101,93,8,4,9,4863
22200354,1610612737,1610612760,114,121,-7,17,14,3760
22200362,1610612743,1610612742,115,116,-1,8,4,4243
22200360,1610612739,1610612747,116,102,14,9,14,3947
22200361,1610612748,1610612765,96,116,-20,7,9,4865
22200373,1610612756,1610612738,98,125,-27,13,11,3856
22200368,1610612763,1610612760,123,102,21,10,14,6063
22200371,1610612740,1610612765,104,98,6,10,8,4065
22200363,1610612753,1610612746,116,111,5,16,17,4653
22200365,1610612752,1610612737,113,89,24,13,11,3752
22200367,1610612741,1610612764,115,111,4,6,6,4164
22200372,1610612762,1610612744,124,123,1,9,14,4462
22200364,1610612751,1610612766,122,116,6,5,10,5166
22200366,1610612761,1610612747,126,113,13,17,10,4761
22200370,1610612750,1610612754,121,115,6,16,4,5054
22200369,1610612749,1610612758,126,113,13,17,8,4958
22200374,1610612748,1610612746,115,110,5,7,7,4648
22200376,1610612757,1610612743,120,121,-1,13,16,4357
22200375,1610612759,1610612745,118,109,9,7,16,4559
22200385,1610612762,1610612750,108,118,-10,12,6,5062
22200378,1610612754,1610612764,121,111,10,13,12,5464
22200381,1610612739,1610612758,95,106,-11,8,5,3958
22200386,1610612742,1610612749,105,106,-1,12,13,4249
22200379,1610612753,1610612761,113,109,4,3,7,5361
22200377,1610612766,1610612752,102,121,-19,12,16,5266
22200382,1610612755,1610612747,133,122,11,7,7,4755
22200383,1610612763,1610612765,114,103,11,12,13,6365
22200380,1610612751,1610612737,120,116,4,9,12,3751
22200384,1610612740,1610612756,128,117,11,13,8,4056
22200388,1610612754,1610612751,133,136,-3,7,29,5154
22200394,1610612757,1610612750,124,118,6,11,4,5057
22200387,1610612748,1610612759,111,115,-4,5,9,4859
22200389,1610612764,1610612746,107,114,-7,8,9,4664
22200391,1610612741,1610612742,144,115,29,4,8,4142
22200393,1610612743,1610612762,115,110,5,6,10,4362
22200392,1610612744,1610612738,123,107,16,11,6,3844
22200390,1610612739,1610612760,110,102,8,12,7,3960
22200399,1610612755,1610612766,131,113,18,9,15,5566
22200397,1610612752,1610612758,112,99,13,15,11,5258
22200396,1610612765,1610612747,117,124,-7,10,6,4765
22200398,1610612753,1610612761,111,99,12,11,7,5361
22200395,1610612740,1610612756,129,124,5,7,19,4056
22200400,1610612737,1610612741,123,122,1,8,13,3741
22200401,1610612745,1610612749,97,92,5,10,13,4549
22200402,1610612754,1610612748,82,87,-5,8,9,4854
22200404,1610612763,1610612737,128,103,25,5,20,3763
22200406,1610612759,1610612739,112,111,1,19,15,3959
22200405,1610612742,1610612760,121,114,7,16,10,4260
22200407,1610612757,1610612750,133,112,21,11,7,5057
22200408,1610612746,1610612738,113,93,20,11,5,3846
22200403,1610612764,1610612751,100,112,-12,6,7,5164
22200412,1610612762,1610612740,121,100,21,19,15,4062
22200413,1610612747,1610612738,118,122,-4,7,13,3847
22200409,1610612755,1610612758,123,103,20,4,13,5558
22200411,1610612745,1610612756,111,97,14,17,18,4556
22200410,1610612749,1610612744,128,111,17,12,12,4449
22200422,1610612743,1610612764,141,128,13,7,4,4364
22200416,1610612753,1610612737,135,124,11,14,11,3753
22200415,1610612754,1610612744,125,119,6,5,12,4454
22200414,1610612766,1610612765,134,141,-7,17,12,6566
22200417,1610612761,1610612758,123,124,-1,11,13,5861
22200419,1610612760,1610612748,108,110,-2,7,7,4860
22200418,1610612741,1610612752,120,128,-8,3,15,4152
22200421,1610612742,1610612739,90,105,-15,6,5,3942
22200423,1610612746,1610612750,99,88,11,14,7,4650
22200420,1610612759,1610612757,112,128,-16,14,5,5759
22200424,1610612745,1610612748,108,111,-3,18,14,4548
22200425,1610612763,1610612749,142,101,41,14,11,4963
22200427,1610612746,1610612756,95,111,-16,21,15,4656
22200426,1610612762,1610612740,132,129,3,11,19,4062
22200431,1610612739,1610612754,118,112,6,6,5,3954
22200429,1610612765,1610612758,113,122,-9,14,4,5865
22200428,1610612766,1610612737,106,125,-19,15,4,3766
22200435,1610612760,1610612750,110,112,-2,9,11,5060
22200434,1610612741,1610612752,91,114,-23,2,15,4152
22200436,1610612742,1610612757,130,110,20,3,10,4257
22200432,1610612755,1610612744,118,106,12,11,13,4455
22200433,1610612761,1610612751,116,119,-3,7,4,5161
22200430,1610612738,1610612753,109,117,-8,10,15,3853
22200437,1610612747,1610612743,126,108,18,11,9,4347
22200444,1610612756,1610612740,118,114,4,10,4,4056
22200442,1610612749,1610612762,123,97,26,15,7,4962
22200443,1610612760,1610612763,115,109,6,9,10,6063
22200440,1610612739,1610612742,100,99,1,9,5,3942
22200439,1610612759,1610612748,101,111,-10,7,8,4859
22200441,1610612745,1610612757,95,107,-12,18,10,4557
22200438,1610612746,1610612764,102,93,9,12,7,4664
22200445,1610612738,1610612753,92,95,-3,11,6,3853
22200450,1610612743,1610612766,119,115,4,15,12,4366
22200451,1610612747,1610612764,119,117,2,6,10,4764
22200447,1610612765,1610612751,121,124,-3,11,4,5165
22200448,1610612761,1610612744,110,126,-16,18,12,4461
22200446,1610612754,1610612752,106,109,-3,12,14,5254
22200449,1610612750,1610612741,150,126,24,4,6,4150
22200457,1610612740,1610612749,119,128,-9,17,8,4049
22200453,1610612755,1610612761,104,101,3,4,9,5561
22200454,1610612737,1610612753,126,125,1,6,10,3753
22200455,1610612745,1610612759,105,124,-19,16,9,4559
22200456,1610612750,1610612742,116,106,10,9,8,4250
22200458,1610612760,1610612757,123,121,2,11,14,5760
22200459,1610612756,1610612747,130,104,26,15,10,4756
22200460,1610612758,1610612766,119,125,-6,10,11,5866
22200452,1610612739,1610612762,122,99,23,4,15,3962
22200463,1610612752,1610612744,132,94,38,14,4,4452
22200462,1610612748,1610612741,103,113,-10,9,5,4148
22200464,1610612756,1610612764,110,113,-3,15,9,5664
22200465,1610612743,1610612763,105,91,14,13,7,4363
22200461,1610612765,1610612762,111,126,-15,9,12,6265
22200468,1610612737,1610612741,108,110,-2,9,8,3741
22200473,1610612750,1610612742,99,104,-5,8,7,4250
22200467,1610612755,1610612765,113,93,20,13,11,5565
22200466,1610612739,1610612749,114,106,8,9,13,3949
22200470,1610612751,1610612744,143,113,30,3,9,4451
22200472,1610612745,1610612753,110,116,-6,9,11,4553
22200469,1610612738,1610612754,112,117,-5,25,12,3854
22200474,1610612760,1610612757,101,98,3,9,9,5760
22200471,1610612752,1610612761,106,113,-7,9,16,5261
22200475,1610612758,1610612747,134,120,14,10,5,4758
22200476,1610612746,1610612766,126,105,21,5,11,4666
22200478,1610612762,1610612764,120,112,8,8,3,6264
22200477,1610612740,1610612759,126,117,9,16,14,4059
22200480,1610612755,1610612746,119,114,5,6,6,4655
22200479,1610612753,1610612759,133,113,20,7,13,5359
22200482,1610612738,1610612750,121,109,12,20,11,3850
22200481,1610612737,1610612765,130,105,25,8,9,3765
22200483,1610612751,1610612749,118,100,18,12,13,4951
22200485,1610612752,1610612741,117,118,-1,12,11,4152
22200486,1610612748,1610612754,108,111,-3,13,9,4854
22200487,1610612745,1610612742,106,112,-6,12,7,4245
22200484,1610612739,1610612761,107,118,-11,6,11,3961
22200492,1610612747,1610612766,130,134,-4,12,11,4766
22200490,1610612756,1610612763,100,125,-25,11,19,5663
22200491,1610612758,1610612764,111,125,-14,13,5,5864
22200489,1610612743,1610612757,120,107,13,4,13,4357
22200488,1610612760,1610612740,125,128,-3,10,13,4060
22200495,1610612738,1610612749,139,118,21,5,8,3849
22200493,1610612752,1610612755,112,119,-7,12,5,5255
22200497,1610612743,1610612756,128,125,3,12,12,4356
22200494,1610612742,1610612747,124,115,9,11,6,4247
22200496,1610612744,1610612763,123,109,14,9,9,4463
22200501,1610612741,1610612745,118,133,-15,8,8,4145
22200500,1610612748,1610612750,113,110,3,13,8,4850
22200502,1610612740,1610612754,113,93,20,16,6,4054
22200499,1610612765,1610612746,131,142,-11,16,10,4665
22200504,1610612757,1610612766,124,113,11,10,18,5766
22200498,1610612739,1610612751,117,125,-8,10,7,3951
22200503,1610612759,1610612762,126,122,4,6,16,5962
22200509,1610612761,1610612746,113,124,-11,10,15,4661
22200508,1610612754,1610612737,129,114,15,7,9,3754
22200513,1610612744,1610612766,110,105,5,9,9,4466
22200514,1610612758,1610612743,106,113,-7,8,10,4358
22200511,1610612760,1610612759,130,114,16,13,16,5960
22200510,1610612763,1610612756,108,125,-17,15,15,5663
22200505,1610612753,1610612747,110,129,-19,8,9,4753
22200507,1610612738,1610612745,126,102,24,9,13,3845
22200506,1610612764,1610612755,116,111,5,14,10,5564
22200512,1610612742,1610612752,126,121,5,7,17,4252
22200516,1610612764,1610612756,127,102,25,12,11,5664
22200518,1610612748,1610612747,112,98,14,10,8,4748
22200517,1610612737,1610612751,107,108,-1,11,5,3751
22200521,1610612744,1610612762,112,107,5,10,10,4462
22200522,1610612758,1610612743,127,126,1,11,7,4358
22200515,1610612765,1610612753,121,101,20,11,15,5365
22200520,1610612740,1610612750,119,118,1,9,5,4050
22200519,1610612741,1610612749,119,113,6,7,22,4149
22200523,1610612766,1610612760,121,113,8,12,11,6066
22200526,1610612761,1610612763,106,119,-13,17,17,6163
22200528,1610612742,1610612745,129,114,15,6,12,4245
22200527,1610612759,1610612752,122,115,7,14,13,5259
22200525,1610612738,1610612746,116,110,6,11,8,3846
22200524,1610612754,1610612739,135,126,9,4,17,3954
22200529,1610612753,1610612764,100,119,-19,8,4,5364
22200530,1610612737,1610612747,121,130,-9,12,12,3747
22200531,1610612761,1610612756,113,104,9,8,9,5661
22200532,1610612741,1610612765,132,118,14,12,13,4165
22200536,1610612744,1610612757,118,112,6,17,17,4457
22200534,1610612740,1610612755,127,116,11,7,3,4055
22200537,1610612758,1610612762,126,125,1,10,7,5862
