"Game_id","Home_ID","Away_ID","Home_pts","Away_pts","Spread","Home_oreb","Away_oreb","Matchup_ID"
22200136,1610612749,1610612760,108,94,14,18,9,4960
22200137,1610612750,1610612745,129,117,12,9,12,4550
22200141,1610612761,1610612741,113,104,9,23,15,4161
22200142,1610612763,1610612764,103,97,6,12,15,6364
22200140,1610612747,1610612739,100,114,-14,10,9,3947
22200143,1610612746,1610612762,102,110,-8,4,7,4662
22200152,1610612763,1610612738,106,109,-3,8,7,3863
22200158,1610612746,1610612739,119,117,2,4,10,3946
22200146,1610612765,1610612760,112,103,9,16,16,6065
22200149,1610612737,1610612749,117,98,19,12,6,3749
22200155,1610612742,1610612751,96,94,2,12,14,4251
22200153,1610612750,1610612752,107,120,-13,4,9,5052
22200151,1610612741,1610612761,111,97,14,9,5,4161
