"Away ID","Home ID","Spread_Pred"
1610612749,1610612759,3.5
1610612761,1610612760,-5.5
1610612750,1610612763,5
1610612739,1610612744,2.5
1610612758,1610612747,0.5
1610612742,1610612764,-6
1610612766,1610612748,9.5
1610612755,1610612737,0.5
1610612757,1610612740,12
1610612742,1610612753,-8
1610612743,1610612754,-2
1610612757,1610612766,3.5
1610612765,1610612738,13.5
1610612745,1610612761,13.5
1610612752,1610612751,2
1610612762,1610612737,3
1610612763,1610612759,-3
1610612749,1610612760,2
1610612740,1610612741,NA
1610612756,1610612750,2.5
1610612739,1610612758,-2.5
1610612747,1610612746,5
1610612764,1610612766,6
1610612745,1610612753,5
1610612760,1610612765,0.5
1610612740,1610612754,-1
1610612756,1610612755,2.5
1610612749,1610612737,0.5
1610612757,1610612748,8.5
1610612761,1610612741,-2.5
1610612738,1610612763,-1
1610612752,1610612750,3.5
1610612743,1610612759,-3.5
1610612751,1610612742,6.5
1610612758,1610612744,7
1610612747,1610612762,10.5
1610612739,1610612746,NA
1610612739,1610612747,-2.5
1610612741,1610612761,7.5
1610612764,1610612763,11
1610612762,1610612746,2
1610612758,1610612753,-1.5
1610612751,1610612766,1
1610612738,1610612752,-2
1610612740,1610612737,4.5
1610612745,1610612750,9.5
1610612760,1610612749,5.5
1610612759,1610612743,12
1610612757,1610612756,12.5
1610612751,1610612764,2
1610612739,1610612765,NA
1610612748,1610612754,-0.5
1610612752,1610612755,4
1610612741,1610612738,8.5
1610612766,1610612763,10.5
1610612746,1610612759,1
1610612744,1610612740,15
1610612761,1610612742,3.5
1610612749,1610612750,1
1610612757,1610612756,13
1610612762,1610612747,NA
1610612744,1610612753,-6.5
1610612743,1610612760,-4.5
1610612764,1610612755,6.5
1610612737,1610612752,1.5
1610612738,1610612739,-0.5
1610612758,1610612748,5
1610612766,1610612741,2.5
1610612765,1610612749,12
1610612746,1610612745,-4.5
1610612761,1610612759,-4
1610612762,1610612742,6
1610612763,1610612757,-3.5
1610612740,1610612747,-0.5
1610612741,1610612751,3
1610612744,1610612748,2.5
1610612753,1610612760,4.5
1610612750,1610612756,4
1610612755,1610612764,-4
1610612758,1610612766,3
1610612737,1610612761,2
1610612754,1610612751,5.5
1610612765,1610612749,14
1610612763,1610612762,1.5
1610612745,1610612746,10
1610612740,1610612746,1
1610612744,1610612765,-4.5
1610612752,1610612739,2
1610612764,1610612738,10.5
1610612750,1610612759,-5
1610612753,1610612742,12.5
1610612745,1610612756,14
1610612743,1610612747,-2.5
1610612748,1610612758,-3
1610612744,1610612766,-6
1610612754,1610612751,8.5
1610612737,1610612749,3
1610612755,1610612741,-2
1610612763,1610612762,-1.5
1610612760,1610612742,11.5
1610612737,1610612765,-5.5
1610612766,1610612753,-1.5
1610612739,1610612738,9.5
1610612754,1610612764,3
1610612755,1610612761,5
1610612747,1610612750,10
1610612752,1610612749,4.5
1610612741,1610612759,NA
1610612762,1610612743,7
1610612745,1610612757,6
1610612740,1610612756,7
1610612742,1610612751,NA
1610612746,1610612760,-4
1610612763,1610612758,-2
1610612748,1610612744,3.5
1610612737,1610612765,-7.5
1610612753,1610612739,9.5
1610612751,1610612749,3
1610612766,1610612752,8
1610612755,1610612761,2.5
1610612754,1610612741,4.5
1610612759,1610612750,8.5
1610612745,1610612762,13
1610612748,1610612757,-1.5
1610612747,1610612743,7.5
1610612765,1610612764,7.5
1610612742,1610612740,-0.5
1610612746,1610612760,-2
1610612744,1610612756,3.5
1610612754,1610612755,9
1610612753,1610612752,11.5
1610612761,1610612748,4
1610612751,1610612763,2.5
1610612738,1610612741,-5
1610612759,1610612750,7
1610612762,1610612745,-5.5
1610612743,1610612757,-4
1610612757,1610612747,1.5
1610612766,1610612737,10
1610612762,1610612740,4
1610612764,1610612739,2.5
1610612750,1610612760,-9
1610612758,1610612744,9.5
1610612756,1610612746,NA
1610612759,1610612755,11
1610612738,1610612753,-11
1610612765,1610612754,6.5
1610612739,1610612741,0.5
1610612745,1610612749,14.5
1610612761,1610612748,4
1610612763,1610612742,6
1610612760,1610612743,12
1610612746,1610612758,-1
1610612741,1610612764,1.5
1610612740,1610612766,-1.5
1610612759,1610612754,3.5
1610612738,1610612748,1
1610612765,1610612752,11
1610612753,1610612737,13
1610612761,1610612751,1.5
1610612763,1610612745,-8
1610612762,1610612750,6.5
1610612743,1610612744,3
1610612756,1610612757,-2
1610612749,1610612755,4
1610612746,1610612747,-3
1610612753,1610612765,1.5
1610612764,1610612754,2.5
1610612741,1610612748,8.5
1610612739,1610612761,4
1610612745,1610612737,15
1610612740,1610612751,4.5
1610612752,1610612763,5
1610612766,1610612759,1.5
1610612760,1610612750,12.5
1610612743,1610612762,-1
1610612742,1610612756,2.5
1610612757,1610612758,1
1610612755,1610612738,4.5
1610612747,1610612744,7.5
