"","Home ID","Away ID","Game_id","Day","Home_pts","Away_pts","Spread_Pred","Spread","Home_oreb","Away_oreb","Home_FGPct","Away_FGPct","Home_3Pct","Away_3Pct","Home_Steals","Away_Steals","Home_TPG","Away_TPG","Home_TSG","Away_TSG","Home_TOG","Away_TOG","Home_PPG","Away_PPG","Home_SPG","Away_SPG","Home_OPG","Away_OPG","Matchup_ID","Left_ID","Right_ID","Left_pts","Right_pts","Left_FGPct","Right_FGPct","Left_oreb","Right_oreb","Left_3Pct","Right_3Pct","Left_TPG","Right_TPG","Left_TSG","Right_TSG","Left_TOG","Right_TOG","Left_PPG","Right_PPG","Left_SPG","Right_SPG","Left_OPG","Right_OPG"
"62",1610612757,1610612748,22200065,9,98,119,-1.5,-21,11,15,0.436,0.506,0.324324324,0.394736842,9,13,469,414,28,21,46,33,86.4,94.2,7.2,5,9.2,12,5561,1610612755,1610612761,119,98,0.506,0.436,15,11,0.394736842,0.324324324,414,469,21,28,33,46,94.2,86.4,5,7.2,12,9.2
"63",1610612761,1610612755,22200059,9,119,109,2.5,10,6,4,0.548,0.506,0.432432432,0.444444444,9,6,420,430,39,28,38,29,92.6,93.6,5.4,6.6,11.4,9.4,3953,1610612739,1610612753,109,119,0.506,0.548,4,6,0.444444444,0.432432432,430,420,28,39,29,38,93.6,92.6,6.6,5.4,9.4,11.4
"64",1610612762,1610612745,22200063,9,109,101,13,8,11,14,0.422,0.383,0.288888889,0.275,11,7,485,448,42,24,63,60,84,86,7.8,5.6,7.6,5.8,4951,1610612749,1610612751,101,109,0.383,0.422,14,11,0.275,0.288888889,448,485,24,42,60,63,86,84,5.6,7.8,5.8,7.6
"65",1610612765,1610612737,22200057,9,113,118,-7.5,-5,10,10,0.462,0.495,0.4375,0.363636364,4,6,433,334,28,30,53,29,97,89.6,8.4,4.8,12.6,12,4154,1610612741,1610612754,118,113,0.495,0.462,10,10,0.363636364,0.4375,334,433,30,28,29,53,89.6,97,4.8,8.4,12,12.6
"66",1610612744,1610612748,22200068,10,123,110,3.5,13,16,8,0.5,0.443,0.391304348,0.325581395,4,16,481,533,35,34,34,48,88,88.25,4.8,5.25,7.6,7.75,4448,1610612744,1610612748,123,110,0.5,0.443,16,8,0.391304348,0.325581395,481,533,35,34,34,48,88,88.25,4.8,5.25,7.6,7.75
"67",1610612751,1610612742,22200066,10,125,129,NA,-4,13,7,0.462,0.506,0.342857143,0.5,10,8,440,353,24,21,38,31,89.25,91.75,4.5,5.75,11.75,9.75,5863,1610612758,1610612763,129,125,0.506,0.462,7,13,0.5,0.342857143,353,440,21,24,31,38,91.75,89.25,5.75,4.5,9.75,11.75
"68",1610612758,1610612763,22200069,10,110,125,-2,-15,9,11,0.482,0.533,0.315789474,0.424242424,5,5,339,474,25,25,28,55,87.8,80.6,7,6,11.6,6.2,4251,1610612742,1610612751,125,110,0.533,0.482,11,9,0.424242424,0.315789474,474,339,25,25,55,28,80.6,87.8,6,7,6.2,11.6
"69",1610612760,1610612746,22200067,10,118,110,-4,8,13,10,0.495,0.537,0.447368421,0.321428571,10,6,439,403,35,30,58,31,96.2,88.83333333,7,5.666666667,6.8,8,4660,1610612746,1610612760,110,118,0.537,0.495,10,13,0.321428571,0.447368421,403,439,30,35,31,58,88.83333333,96.2,5.666666667,7,8,6.8
"70",1610612738,1610612739,22200072,11,123,132,9.5,-9,5,9,0.512,0.517,0.393939394,0.457142857,9,5,465,453,22,25,39,42,84.75,94.8,6.25,5,7,11,4056,1610612740,1610612756,132,123,0.517,0.512,9,5,0.457142857,0.393939394,453,465,25,22,42,39,94.8,84.75,5,6.25,11,7
"71",1610612743,1610612762,22200078,11,117,101,7,16,17,8,0.459,0.418,0.459459459,0.256410256,2,7,572,594,41,53,50,74,89.83333333,89.83333333,8,5.666666667,7.333333333,5.5,4159,1610612741,1610612759,101,117,0.418,0.459,8,17,0.256410256,0.459459459,594,572,53,41,74,50,89.83333333,89.83333333,5.666666667,8,5.5,7.333333333
"72",1610612749,1610612752,22200075,11,119,108,4.5,11,19,13,0.385,0.398,0.288888889,0.342857143,8,6,325,491,18,23,29,59,99.5,81.8,6,8.4,9.5,6.8,5561,1610612755,1610612761,108,119,0.398,0.385,13,19,0.342857143,0.288888889,491,325,23,18,59,29,81.8,99.5,8.4,6,6.8,9.5
"73",1610612750,1610612747,22200076,11,111,102,10,9,14,12,0.414,0.416,0.325,0.310344828,13,8,597,409,36,42,57,34,93,90.6,4.4,5,7.8,8.4,3765,1610612737,1610612765,102,111,0.416,0.414,12,14,0.310344828,0.325,409,597,42,36,34,57,90.6,93,5,4.4,8.4,7.8
