player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Alize Johnson,johnsal02,2023,64,30,-5.473929984291722,14.4242330182713,8.950303033979576,2.285683311867639,12.46897501698342,14.75465832885105,-4.103920083670131,15.01318072162817,10.90926063795804,.2104118750964476,.2104118750964476,0,-3.290217288316761,8.277993427805491,4.98777613948873,.648655849156359
Cameron Johnson,johnsca02,2023,1715,824,1.219930216284035,2.082520688004306,3.302450904288341,.4926607949924907,2.471793268532545,2.964454063525036,1.126842661964428,2.27391907312264,3.400761735087068,2.590174020362029,2.590174020362029,0,1.515034581691944,2.282922876871018,3.797957458562962,.3432393524899726
James Johnson,johnsja01,2023,267,124,-6.052629481697854,-1.857518241416081,-7.910147723113934,-5.254047798983192,7.57713832261949,2.323090523636298,-6.229665415089096,.0495682786599404,-6.180097136429156,-.2167226326075902,-.2167226326075902,0,-6.647212496516635,-.7473648325613397,-7.394577329077975,-.1310958121269098
Jalen Johnson,johnsja05,2023,1984,925,-.5705886822086303,.7958260150960735,.2252373328874433,-.4010059287209882,.8657942902731323,.464788361552144,-.5767943941722489,.8720783756871474,.2952839815148985,1.433206844488444,1.433206844488444,0,-.2042226159178871,-.1153924283403187,-.3196150442582058,-.2788373184901313
Keldon Johnson,johnske04,2023,3938,1861,.7012504644327479,-2.023626126573803,-1.322375662141055,-1.327315067036032,-5.3805424761358,-6.707857543171833,.4049865989961277,-2.796141290939323,-2.391154691943195,.3411363716306515,.3411363716306515,0,.347425036919522,-2.70994497255902,-2.362519935639498,.1241984961544288
Keon Johnson,johnske07,2023,727,337,-4.824592622550093,-2.335057856752939,-7.159650479303031,-6.934810744160193,-.4491776730085126,-7.383988417168705,-5.575882084415453,-2.038005169056439,-7.613887253471892,-.8423881298593447,-.8423881298593447,0,-4.734075149927086,-2.451507979462623,-7.185583129389709,.7369076559884241
Stanley Johnson,johnsst04,2023,1015,469,.8957153811916607,-2.317560513836904,-1.421845132645244,1.882035696213796,-1.056533804748927,.8255018914648695,1.213512885353257,-2.122395198979505,-.9088823136262483,.4442890581898566,.4442890581898566,0,.3620419552047789,-3.125054681693017,-2.763012726488238,.8569626807930614
Nikola Jokic,jokicni01,2023,4330,2065,9.138284666508788,4.609385719344287,13.74767038585308,11.45935309882553,1.534178601110586,12.99353169993612,10.0924168707222,4.224858224382388,14.31727509510459,18.29979703394412,18.29979703394412,0,9.781844833638077,3.726335878753479,13.50818071239156,1.787429846119537
Carlik Jones,jonesca03,2023,47,23,-7.776144907147995,-7.976527658886796,-15.75267256603479,7.955080714267138,-.9598834842649266,6.995197230002211,-4.916386756028493,-6.971540958202574,-11.88792771423107,-.1046474763238554,-.1046474763238554,0,-3.627849815845824,-7.376450512683579,-11.0043003285294,-2.431466195833929
Damian Jones,jonesda03,2023,646,295,-2.863974914829172,.8374917880872417,-2.026483126741931,-6.915497985877229,-.7683402697851871,-7.683838255662415,-3.881414207276871,.5790690527989595,-3.302345154477912,-.0899303080006875,-.0899303080006875,0,-4.289951256567007,-1.654765825589992,-5.944717082157,.0679543005810344
Derrick Jones Jr.,jonesde02,2023,1522,715,-.0035139973151874,.1346421106091907,.1311281132940033,.3644357090836729,1.218239588471062,1.582675297554734,.0993823443745413,.3419162765519868,.4412986209265281,1.162180015173606,1.162180015173606,0,-.9929976853479495,-.2776776293929372,-1.270675314740887,-.1720064977336668
Herbert Jones,joneshe01,2023,3192,1540,-1.937136883087563,3.023982770452347,1.086845887364783,1.850192753279241,1.011964933831155,2.862157687110397,-1.263314674987306,2.765782337461907,1.502467662474601,3.344385549790019,3.344385549790019,0,-1.462373283861559,3.262752792662234,1.800379508800675,.0963220790333977
Kai Jones,joneska01,2023,725,340,-2.69692299455267,-.0160574949221776,-2.712980489474848,-2.131988505752545,4.144179540591415,2.012191034838871,-2.694826984774847,.8864631701998823,-1.808363814574964,.1630090529096729,.1630090529096729,0,-3.057372300961606,-.9882577476141687,-4.045630048575775,-.2068694108273592
